id,amount,merchant,description,category,region,date
EXP003156,11.15,ONLINE Netflix,FEE,entertainment,TX,2025-02-28
EXP001718,242.19,eBay #5409,WEB PURCHASE,shopping,MA,2025-01-22
EXP004043,1231.38,DEBIT Samsung #433,ELECTRONICS,technology,FL,2025-06-30
EXP002178,83.38,Taxi Co #5082,GASOLINE,transport,NJ,2025-07-01
EXP007617,59.57,Walgreens,PRESCRIPTION,healthcare,IL,2025-05-25
EXP003621,15.51,Disney+,FEE,entertainment,IL,2025-04-02
EXP001232,383.23,eBay Q6SJQ,ONLINE ORDER,shopping,FL,2025-04-14
EXP006587,251.12,Comcast #5865,UTILITY BILL,utilities,NJ,2025-03-21
EXP003264,14.69,YouTube Premium,MONTHLY SUBSCRIPTION DEBIT,entertainment,TX,2024-12-07
EXP000421,20.64,Burger King,APP PURCHASE,food,NJ,2025-08-16
EXP004107,1802.57,CREDIT Apple Store NJ,DEVICE,technology,NY,2025-04-24
EXP001433,394.67,Target,Target CHARGE,shopping,CA,2024-11-07
EXP003480,15.77,YouTube Premum #3754,SUBSCRIPTION DEBIT,entertainment,NY,2024-11-24
EXP000502,5.3,Starbucks,INSTORE,food,MA,2025-07-21
EXP001796,172.19,Best Buy #542k,MKTPLACE DEBIT,shopping,MA,2025-02-08
EXP004664,1408.79,Google Play,APP PURCHASE,technology,CA,2024-11-03
EXP002768,74.57,BP #675,GASOLINE,transport,CA,2025-05-15
EXP002633,91.55,Exxon,GASOLINE,transport,IL,2025-08-31
EXP002244,70.11,Lyft #4743,TOLL,transport,NJ,2025-08-30
EXP004347,1103.85,Apple Store #4789,SOFTWARE,technology,IL,2025-02-22
EXP006977,126.43,AT&T CA,SERVICE CHARGE AUTO-PAY,utilities,MA,2025-08-17
EXP007192,299.27,AMZN MKTP US Walgreens #9074,CLINIC ONLINE,healthcare,IL,2025-02-26
EXP005516,122.27,Kroger #7364,FRESH,groceries,NJ,2025-01-21
EXP006609,336.55,Comcast,UTILITY BILL,utilities,CA,2025-06-11
EXP002471,41.63,Exxon CA,TRIP,transport,FL,2025-03-12
EXP001988,421.54,Traget,MKTPLACE,shopping,TX,2025-09-04
EXP006328,174.86,DTE Energy,UTILITY BILL,utilities,WA,2025-03-06
EXP007850,201.69,Rite Aid #1689,HEALTHCARE SERVICE ONLINE,healthcare,NY,2025-05-09
EXP001318,151.14,NOLIN EBest Buy #2179,ONLINE ORDER POS,shopping,TX,2025-06-02
EXP007548,391.79,CVS Pharmacy,CVS CHARGE,healthcare,CA,2025-06-18
EXP003913,13.73,Disney+ NY,MONTHLY SUBSCRIPTION DEBIT,entertainment,CA,2024-11-03
EXP007305,224.49,CVS Pharmacy #7506,PHARMACY,healthcare,CA,2025-05-13
EXP002423,84.76,Lyft #555,Lyft PURCHASE,transport,IL,2025-03-25
EXP004776,1538.96,Google Play #2158,ELECTRONICS,technology,NJ,2025-01-03
EXP004377,1551.03,Dell NY,APP PURCHASE,technology,CA,2025-09-13
EXP001907,184.15,Target,Target CHARGE,shopping,NJ,2024-12-20
EXP000825,36.59,Subway,APP PURCHASE,food,FL,2025-06-27
EXP005437,43.14,ACH Safeway zJ,FRESH AUTO-PAY,groceries,MA,2025-01-25
EXP001529,400.28,PO Best Buy #2130,RETAIL,shopping,IL,2025-04-30
EXP005058,155.62,Whole Foods,INSTORE,groceries,NJ,2025-04-17
EXP007732,172.6,Health Clinic #7301,PHARMACY,healthcare,NY,2025-09-06
EXP004193,775.4,Samsung CA,SOFTWARE,technology,WA,2025-06-20
EXP007237,323.04,DEBIT Rite Aid #2322,CLINIC POS,healthcare,CA,2025-05-31
EXP000843,42.92,Burger King #7349,COFFEE AUTO-PAY,food,FL,2025-10-08
EXP006614,332.56,DTE Energy #2761,SERVICE CHARGE AUTO-PAY,utilities,MA,2025-10-18
EXP006599,299.96,POS PG&E #4469,UTILITY BILL,utilities,NJ,2025-01-16
EXP003630,15.58,Disney+,SUBSCRIPTION,entertainment,WA,2025-08-10
EXP005396,145.76,Aldi #5207,FRESH,groceries,WA,2025-10-10
EXP003770,5.29,Netfilx #6378,MONTHLY SUBSCRIPTION,entertainment,NY,2025-05-24
EXP003127,17.66,ONLINE YouTube Premium #390,MONTHLY SUBSCRIPTION,entertainment,IL,2025-01-16
EXP004555,602.17,Microsoft Store #4507,SOFTWARE,technology,WA,2025-05-14
EXP000574,28.03,Dominos TX,INSTORE,food,NY,2025-06-08
EXP002008,99.68,Uber #7670,FUEL CHARGE AUTO-PAY,transport,NY,2025-02-21
EXP007426,114.09,CVS Pharmacy #4681,CLINIC,healthcare,TX,2025-02-22
EXP007565,162.44,POS Rite Aid,PRESCRIPTION,healthcare,TX,2025-01-23
EXP001585,184.41,Target #1437,Target CHARGE,shopping,NY,2025-09-30
EXP003289,17.36,YouTube Prmium #4769,SUBSCRIPTION,entertainment,IL,2025-04-27
EXP005503,239.03,Whole Foods #7647,SUPERMARKET POS,groceries,NJ,2025-04-26
EXP007798,333.36,CVS Pharmacy #1844,PRESCRIPTION,healthcare,FL,2025-03-25
EXP000955,7.76,Starbucks #2037,APP PURCHASE,food,FL,2025-02-22
EXP001237,264.08,eBay #1955,eBay PURCHASE,shopping,CA,2025-05-23
EXP004914,931.4,Microsoft Store WA,SOFTWARE,technology,NJ,2025-08-26
EXP007080,213.44,Walgreens,Walgreens CHARGE,healthcare,WA,2025-03-31
EXP007904,113.57,Health Cwinic #9988,HEALTHCARE SERVICE AUTO-PAY,healthcare,NJ,2024-12-31
EXP001654,221.63,eBay #47,MKTPLACE,shopping,MA,2025-05-20
EXP004441,414.96,CREDIT Microsoft Store #6958,DEVICE,technology,WA,2025-08-10
EXP007181,321.12,Rite Aid #2146,PRESCRIPTION,healthcare,MA,2025-04-05
EXP005471,138.42,Safeway,DELI AUTO-PAY,groceries,TX,2024-11-17
EXP007743,388.71,Rite Aid #259,PRESCRIPTION POS,healthcare,NY,2025-01-13
EXP004367,1809.22,Apple Store #24,DEVICE,technology,NJ,2025-08-03
EXP003185,11.21,Spotify #8468,MONTHLY SUBSCRIPTION,entertainment,IL,2025-01-14
EXP000006,56.72,KFC #535,MEAL,food,WA,2025-07-16
EXP005417,137.62,POS Kroger,INSTORE,groceries,NJ,2024-12-01
EXP003809,7.9,Netflix #5392,Netflix PURCHASE,entertainment,NJ,2025-10-30
EXP003187,12.93,ACH Spoitfy #446,SUBSCRIPTION,entertainment,NY,2025-06-05
EXP007455,41.14,CVS Pharmacy #6019,CVS PURCHASE,healthcare,FL,2025-01-04
EXP002642,88.03,Shell #6871,RIDE,transport,FL,2025-09-17
EXP007064,36.48,CVSlPhamray FL,PHARMACY DEBIT,healthcare,MA,2025-01-10
EXP000285,27.46,Subway #5915,COFFEE POS,food,NY,2025-08-08
EXP002193,45.72,Uber #4404,Uber CHARGE,transport,WA,2025-08-23
EXP004592,1318.02,Microsoft Store,ELECTRONICS,technology,WA,2025-08-31
EXP000324,41.5,Domions #2887,COFFEE ONLINE,food,NY,2025-07-18
EXP001523,45.08,eBay #4794,RETAIL,shopping,FL,2025-10-04
EXP001510,312.12,Be tBuy #5815,WEB PURCHASE,shopping,WA,2025-07-28
EXP007348,21.73,Health Clinic,PRESCRIPTION ONLINE,healthcare,MA,2024-12-30
EXP004699,835.59,Apple Stoer,ELECTRONICS,technology,NJ,2025-09-06
EXP003036,10.02,YouTube Premium #9312,YouTube PURCHASE,entertainment,WA,2025-04-09
EXP004312,1681.85,Samsung MA,DEVICE,technology,WA,2024-12-19
EXP006295,20.25,POS Comcast,AUTOPAY,utilities,TX,2025-06-01
EXP004187,1452.81,Samsung #2228,DEVICE ONLINE,technology,IL,2025-08-09
EXP005140,142.23,Safeway #9299,Safeway CHARGE,groceries,WA,2025-07-12
EXP006883,329.08,PG&E MA,UTILITY BILL,utilities,IL,2024-12-29
EXP005683,114.59,Aldi #3462,GROCERY,groceries,TX,2025-01-01
EXP004009,1653.96,Google Play #4800,APP PURCHASE,technology,TX,2025-05-14
EXP007865,93.64,CREDIT Health Clinic CA,HEALTHCARE SERVICE,healthcare,NY,2025-08-18
EXP000143,58.52,KFC,MEAL,food,TX,2025-06-01
EXP002359,60.82,Shell,TOLL,transport,WA,2025-06-23
EXP002863,69.47,ONLINE Lyft #2902,TOLL DEBIT,transport,IL,2025-01-13
EXP004046,1807.25,Dell,APP PURCHASE,technology,IL,2025-03-20
EXP007575,493.14,Walgreens CA,PHARMACY AUTO-PAY,healthcare,IL,2025-04-07
EXP005544,239.64,ldi,DELI,groceries,IL,2025-09-02
EXP007793,398.26,ACH CVS Pharmacy,CLINIC,healthcare,FL,2025-06-17
EXP007437,210.42,Walgreens #4086,CLINIC AUTO-PAY,healthcare,NY,2025-06-15
EXP007230,284.71,CVS Pharmacy,PHARMACY DEBIT,healthcare,NY,2025-10-03
EXP007433,475.83,CVS Pharmacy #8972,PHARMACY,healthcare,FL,2025-09-15
EXP007139,62.79,CREDIT CVS Pharmbcy DDDMaN,HEALTHCARE SERVICE AUTO-PAY,healthcare,IL,2024-12-10
EXP004097,1320.77,Google Play,ELECTRONICS,technology,FL,2025-07-10
EXP000848,15.54,ACH McDonalds,APP PURCHASE,food,WA,2025-02-24
EXP006798,94.56,Comcast,AUTOPAY ONLINE,utilities,CA,2024-12-19
EXP007888,268.72,CVS Pharamcy IL,CVS PURCHASE,healthcare,NJ,2025-08-12
EXP006098,225.93,Comcast #213,BILL PAYMENT,utilities,FL,2025-10-08
EXP007829,420.67,Walgreens,CLINIC,healthcare,TX,2025-09-18
EXP004588,725.6,Gogole Play #7124,APP PURCHASE AUTO-PAY,technology,NY,2025-04-27
EXP005627,57.33,Safeway,GROCERY,groceries,MA,2025-03-15
EXP007014,304.47,iRte Aid #4023,PRESCRIPTION,healthcare,FL,2025-07-13
EXP001259,466.1,ONLINE Best Buy,WEB PURCHASE,shopping,TX,2025-09-17
EXP006110,328.56,DTE Energy #6846,DTE PURCHASE,utilities,FL,2024-11-30
EXP003248,5.06,AMZN MKTP US YouTube Premium #1531,MONTHLY SUBSCRIPTION,entertainment,MA,2025-06-28
EXP003190,6.79,DtBIT YouTube Premium #335,SUBSCRIPTION,entertainment,TX,2024-11-01
EXP004743,1636.98,Apple Store #8254,DEVICE AUTO-PAY,technology,IL,2024-11-26
EXP006200,93.71,PG&E #3313,PG&E PURCHASE,utilities,CA,2025-10-18
EXP003476,12.6,YouTube Premium,FEE,entertainment,WA,2025-07-16
EXP003056,14.67,Disn6y+,STREAMING,entertainment,WA,2024-11-13
EXP006537,263.43,DTE Energy DSWPX6,BILL PAYMENT,utilities,IL,2025-02-25
EXP004867,1255.36,Apple Store,SOFTWARE,technology,NJ,2025-07-09
EXP000153,43.09,Burger King #1881,MEAL,food,IL,2024-12-22
EXP005682,10.95,Kroger FL,DELI,groceries,NJ,2024-12-22
EXP003649,13.96,Netflix,FEE,entertainment,IL,2025-02-10
EXP007248,291.64,Rite Aid,PHARMACY POS,healthcare,FL,2025-02-16
EXP005377,20.9,ONLINE Kroger NJ,SUPERMARKET,groceries,FL,2025-08-28
EXP000298,11.48,AMZN MKTP US STARBUCKS,APP PURCHASE POS,food,IL,2025-04-28
EXP004591,1722.81,Apple Store,ELECTRONICS,technology,NY,2025-03-12
EXP004338,397.24,DEBIT Apple Store #9912,SOFTWARE ONLINE,technology,NJ,2025-10-26
EXP000133,54.81,Subway 9BrEWC,COFFEE,food,CA,2025-09-13
EXP007887,289.48,Health Clinic,Health PURCHASE,healthcare,NJ,2025-08-12
EXP002020,80.11,POS hell CA,GASOLINE POS,transport,CA,2024-11-03
EXP004525,1263.16,AMZN MKTP US Samsung #6135,SOFTWARE,technology,NY,2025-05-07
EXP003916,16.63,YouTube Premium #6441,MONTHLY SUBSCRIPTION,entertainment,NY,2025-07-31
EXP000090,34.06,KFC,POS PURCHASE DEBIT,food,MA,2025-09-06
EXP007707,55.14,CVS Pharamcy #3490,HEALTHCARE SERVICE POS,healthcare,MA,2025-10-19
EXP000078,35.47,DEBIT Subway,POS PURCHASE,food,MA,2025-06-06
EXP000484,24.82,McDonalds #1343,COFFEE,food,WA,2025-02-19
EXP007457,52.29,POS CVS Pharmacy IL,POS CHARGE,healthcare,NJ,2025-07-27
EXP007127,281.84,CREDIT Health Clinic #5839,CLINIC,healthcare,NJ,2024-12-21
EXP004766,656.11,Google Play #6473,SOFTWARE DEBIT,technology,WA,2025-03-16
EXP002848,37.07,BP,TOLL,transport,FL,2025-04-12
EXP003456,6.59,ONLINE Netflix X75WPM,SUBSCRIPTION,entertainment,NY,2025-02-12
EXP006400,277.59,Verizon #8906,BILL PAYMENT,utilities,TX,2025-01-04
EXP006131,23.29,DTE Energy #2054,UTILITY BILL,utilities,WA,2025-08-04
EXP001414,215.09,AMZN MKTP US*1447 #1245,AMZN CHARGE,shopping,FL,2025-07-19
EXP005152,235.34,Trader Joe's WA,INSTORE ONLINE,groceries,TX,2025-06-08
EXP005990,225.19,DEBIT Safeway #4286,FRESH,groceries,NJ,2025-03-22
EXP003314,9.33,Spotify IL,MONTHLY SUBSCRIPTION,entertainment,NJ,2025-04-21
EXP005042,141.65,Kroger #5106,Kroger CHARGE,groceries,TX,2025-01-20
EXP002470,43.25,Taxi Co TX,Taxi PURCHASE,transport,NY,2025-01-19
EXP000981,38.63,POS Subway,APP PURCHASE,food,IL,2025-02-09
EXP000758,19.75,McDonald's #2610,MEAL,food,CA,2025-06-26
EXP000025,41.99,Subway #737,POS PURCHASE,food,FL,2025-04-29
EXP001633,270.84,AMZN MKTP US Target FL,ORDER,shopping,IL,2025-02-20
EXP006259,360.3,PG&E CA,PG&E CHARGE,utilities,MA,2025-10-23
EXP002143,11.15,Lyft #819,FUEL CHARGE ONLINE,transport,CA,2025-03-07
EXP001645,226.87,ONLINE Best Buy #3808,RETAIL,shopping,IL,2025-09-03
EXP006666,31.67,AT&T #9971,BILL PAYMENT,utilities,FL,2025-09-15
EXP003228,12.74,Spgtify,SUBSCRIPTION,entertainment,NJ,2024-11-02
EXP006945,258.57,DTE Enery# 6378,BILL PAYMENT,utilities,MA,2025-04-18
EXP000013,41.22,McDonalds #7072,MEAL,food,CA,2025-10-01
EXP007073,240.83,Rite Aid,CLINIC,healthcare,NY,2025-02-22
EXP002661,55.74,AMZN MKTP US BP,TRIP,transport,CA,2024-11-16
EXP000187,36.36,McDonalds #9217,APP PURCHASE,food,TX,2025-04-22
EXP003703,8.05,Netflix #9917,MONTHLY SUBSCRIPTION,entertainment,WA,2024-12-07
EXP004439,1913.51,Apple Store,APP PURCHASE,technology,WA,2025-07-14
EXP006540,317.63,Comcast #3769,UTILITY BILL ONLINE,utilities,TX,2025-03-15
EXP007720,233.96,Rite Aid,Rite CHARGE,healthcare,CA,2025-03-21
EXP006903,94.55,AT&T #906,AUTOPAY,utilities,WA,2025-04-18
EXP007779,70.32,Health Clinic AM,HEALTHCARE SERVICE,healthcare,TX,2025-09-29
EXP002200,6.29,Taxi Co,TRIP,transport,IL,2025-04-15
EXP004833,1918.41,CREDIT Microsofq Store,ELECTRONICS,technology,NY,2025-01-05
EXP005158,35.38,KrogerMA,SUPERMARKET,groceries,MA,2025-01-20
EXP003524,19.42,ACH YouTube Premium #6282,STREAMING,entertainment,NJ,2025-08-10
EXP001108,421.72,Best Buy NSCQQA,Best CHARGE,shopping,FL,2024-11-01
EXP001533,151.28,ONLINE Walmart #1595,ONLINE PURCHASE,shopping,FL,2025-09-05
EXP004884,1571.83,Apple Stor6,SOFTWARE,technology,NJ,2025-05-07
EXP000865,49.19,ACH Dominos #2048,ACH PURCHASE,food,IL,2025-02-21
EXP002632,40.53,Exxon #9643,Exxon CHARGE,transport,IL,2025-01-26
EXP003708,19.08,CREDIT Spotify #7299,FEE ONLINE,entertainment,TX,2024-11-29
EXP001943,409.43,Amazon #7918,WEB PURCHASE,shopping,CA,2024-11-11
EXP007949,165.73,AMZN MKTP US Health Clinic,PHARMACY POS,healthcare,FL,2025-04-07
EXP003935,15.42,DEBIT Spotify #5647,MONTHLY SUBSCRIPTION,entertainment,NY,2025-03-13
EXP004568,42.54,POS Microsoft Store #6247,APP PURCHASE ONLINE,technology,WA,2025-08-19
EXP004473,133.15,POS Dell,APP PURCHASE,technology,MA,2024-12-01
EXP007587,195.75,Rite Aid #5897,CLINIC ONLINE,healthcare,TX,2024-12-20
EXP001566,111.74,Amazon #3244,ORDER DEBIT,shopping,IL,2024-11-18
EXP002561,34.61,BP 9HKJF0,GASOLINE,transport,MA,2025-08-09
EXP000710,49.97,ONLINE MCD'S #4510,MEAL,food,NJ,2025-10-12
EXP004962,1050.75,Google Play #8018,SOFTWARE AUTO-PAY,technology,FL,2025-01-04
EXP006338,192.73,POS Verizon #8558,POS CHARGE,utilities,TX,2025-07-21
EXP003435,10.54,CREDIT Spotify,MONTHLY SUBSCRIPTION,entertainment,NY,2025-02-14
EXP001100,455.38,Target,MKTPLACE ONLINE,shopping,FL,2024-12-02
EXP002365,42.45,POS Lyft FL,RIDE,transport,TX,2025-03-15
EXP004587,686.31,POS Google Play #5671,POS CHARGE,technology,TX,2025-10-30
EXP004634,455.33,DEBIT Google Play #4652,ELECTRONICS,technology,MA,2025-02-23
EXP000625,16.8,MDnalds #9726,MDnalds CHARGE,food,MA,2025-03-30
EXP003874,5.67,Netflix CA,FEE,entertainment,NJ,2025-06-25
EXP005400,148.98,Kroger #6537,FRESH,groceries,CA,2025-01-26
EXP002041,31.58,POS Lyft RXDY63,FUEL CHARGE,transport,TX,2025-05-02
EXP006637,358.5,Comcast #8146,AUTOPAY,utilities,IL,2025-08-27
EXP006384,371.6,AT&T,AT&T PURCHASE,utilities,MA,2025-09-26
EXP003069,5.09,YouTube Premium #459,MONTHLY SUBSCRIPTION,entertainment,IL,2025-06-15
EXP007871,286.03,POS Walgreens,HEALTHCARE SERVICE,healthcare,CA,2025-05-05
EXP005067,32.76,ACH Safeway,DELI,groceries,WA,2025-09-08
EXP002701,35.33,Exon 9MUB6Q,RIDE,transport,TX,2024-11-24
EXP006446,46.57,DTE Energy,BILL PAYMENT,utilities,NY,2024-12-28
EXP006608,313.28,ONLINE Verizon #3170,BILL PAYMENT ONLINE,utilities,IL,2025-07-29
EXP002183,33.25,Uber #3088,TOLL,transport,MA,2025-01-09
EXP000872,42.95,Burger King,MEAL,food,MA,2025-08-07
EXP003876,12.73,DEBIT Disney+ FL,FEE POS,entertainment,CA,2025-01-11
EXP006571,73.97,PG&E,BILL PAYMENT,utilities,WA,2025-02-12
EXP001714,261.9,AMZN.COM/BILL2411 #9707,MKTPLACE DEBIT,shopping,MA,2024-11-07
EXP007347,483.25,Walgreens,CLINIC,healthcare,CA,2025-06-11
EXP003505,5.37,Spotify,Spotify PURCHASE,entertainment,IL,2025-09-06
EXP006210,395.84,ACH Comcast,UTILITY BILL,utilities,TX,2025-07-02
EXP001415,96.17,DEBIT eBay #526,WEB PURCHASE,shopping,TX,2025-10-08
EXP001173,81.31,WMART,WEB PURCHASE,shopping,MA,2025-08-05
EXP006134,292.8,DTE Energy IL,SERVICE CHARGE POS,utilities,FL,2024-12-14
EXP007058,459.62,CVS Pharmacy,CLINIC,healthcare,WA,2025-06-19
EXP007122,317.34,Walgreens,Walgreens PURCHASE,healthcare,CA,2025-09-16
EXP001620,329.32,Walmart,ORDER DEBIT,shopping,IL,2025-03-19
EXP004079,1969.77,Google Play #2988,APP PURCHASE,technology,NJ,2025-02-20
EXP000196,19.68,McDonald's,MEAL,food,MA,2024-11-01
EXP007085,178.19,Health Clinic #564,CLINIC,healthcare,TX,2025-02-25
EXP004912,534.13,Samsung NJ,APP PURCHASE DEBIT,technology,IL,2025-09-22
EXP007682,401.45,OS Walgreens #6174,CLINIC AUTO-PAY,healthcare,FL,2025-02-01
EXP002516,73.67,Shell TX,Shell CHARGE,transport,NY,2024-11-29
EXP007539,302.23,DEBIT Walgreens #2694,DEBIT CHARGE,healthcare,NJ,2025-07-02
EXP000778,9.38,McDonalds #121,POS PURCHASE,food,CA,2024-12-22
EXP005128,77.39,Trader Joe's #5864,SUPERMARKET DEBIT,groceries,FL,2025-09-02
EXP007449,493.65,Rite Aid #9063,PRESCRIPTION,healthcare,IL,2025-02-03
EXP005618,62.01,Kroger #1243,DELI,groceries,MA,2025-08-30
EXP005268,195.88,Kroger,INSTORE,groceries,NJ,2025-03-22
EXP005709,154.52,CREDIT Whole Foods #4367,GROCERY,groceries,WA,2025-09-23
EXP001342,401.17,Walmart #8810,MKTPLACE,shopping,FL,2025-07-29
EXP005170,64.22,Safeway #1568,GROCERY DEBIT,groceries,IL,2025-10-27
EXP007515,187.15,Rite Aid #8776,PRESCRIPTION AUTO-PAY,healthcare,MA,2025-04-24
EXP000158,44.53,ONLINE Burger King,ONLINE PURCHASE,food,NJ,2024-12-11
EXP003062,6.18,Spotify,STREAMING,entertainment,MA,2025-01-07
EXP005726,229.93,Trader Joe's,FRESH DEBIT,groceries,IL,2025-08-21
EXP001213,257.28,Best Buy,Best CHARGE,shopping,MA,2025-01-15
EXP004457,357.24,Apple Store #3799,ELECTRONICS,technology,WA,2025-02-22
EXP005750,46.98,Aldi #6918,GROCERY,groceries,WA,2025-05-12
EXP000636,12.53,KFC,APP PURCHASE AUTO-PAY,food,TX,2025-05-05
EXP006688,167.34,POS Comcast #6958,BILL PAYMENT ONLINE,utilities,IL,2025-01-12
EXP007379,390.2,Walgreens #9949,CLINIC,healthcare,WA,2025-07-26
EXP007595,308.87,Rite Aid #707,CLINIC ONLINE,healthcare,FL,2025-07-04
EXP001860,140.35,eBay,RETAIL,shopping,IL,2025-05-04
EXP000450,28.3,Starbucks #8324,POS PURCHASE,food,NY,2025-03-14
EXP001631,143.68,Best Buy #6109,WEB PURCHASE,shopping,CA,2025-09-06
EXP005207,82.41,Trader Joe's U0ZJEQ,FRESH,groceries,IL,2024-12-24
EXP003487,5.0,isney+,STREAMING POS,entertainment,NJ,2025-03-08
EXP005698,143.89,Trader Joe's #8475,INSTORE,groceries,WA,2025-10-16
EXP006805,228.84,Comcast,BILL PAYMENT,utilities,NY,2025-07-28
EXP005580,128.76,Whole Foods #3349,DELI,groceries,FL,2025-08-09
EXP001729,230.41,CREDIT eBay #9667,ORDER,shopping,FL,2024-12-28
EXP007813,28.45,Health Clinic #2906,CLINIC ONLINE,healthcare,NJ,2025-02-08
EXP000275,44.85,STBK,INSTORE,food,CA,2025-04-20
EXP001882,449.06,Best Buy #936,WEB PURCHASE ONLINE,shopping,WA,2025-07-23
EXP002496,7.0,CREDIT BP #9998,TOLL,transport,NY,2025-02-03
EXP003092,14.5,YouTube Premium WA,FEE,entertainment,NY,2025-10-19
EXP004689,124.02,Apple Store #6311,SOFTWARE,technology,CA,2025-10-14
EXP004959,840.98,Apple Store #2701,DEVICE,technology,MA,2025-06-25
EXP003315,16.96,AMZN MKTP US Netflix NY,FEE POS,entertainment,WA,2025-08-12
EXP002548,52.73,Lyft,TRIP POS,transport,CA,2024-11-03
EXP003799,17.77,Spotify,STREAMING,entertainment,WA,2025-01-25
EXP000127,34.51,Subway #2357,APP PURCHASE ONLINE,food,TX,2024-12-16
EXP000623,12.56,ONLINE McDonald's,MEAL,food,WA,2025-05-16
EXP005978,154.23,POS Aldi #2620,POS CHARGE,groceries,TX,2025-01-16
EXP005055,139.51,Whole Foods #9920,INSTORE ONLINE,groceries,CA,2025-06-29
EXP004570,992.67,ONLINE Samsung,APP PURCHASE,technology,MA,2025-06-16
EXP005428,146.93,Adli,INSTORE ONLINE,groceries,IL,2025-02-22
EXP003940,17.21,CREDIT Spotify #2782,STREAMING,entertainment,IL,2025-10-18
EXP007763,473.65,Rite Aid #4100,CLINIC,healthcare,TX,2025-06-08
EXP005222,8.84,Safeway CA,Safeway CHARGE,groceries,CA,2024-12-28
EXP007102,336.41,Walgreens #9754,PRESCRIPTION,healthcare,WA,2025-05-02
EXP007404,463.62,DEBIT CVS Puaracy,PHARMACY,healthcare,NJ,2025-01-05
EXP003053,12.28,Netflix #7058,STREAMING ONLINE,entertainment,NY,2024-11-24
EXP004896,816.17,ACH Samslng,SOFTWARE DEBIT,technology,FL,2025-01-17
EXP001284,74.09,AMZN MKTP US Walmart #5447,MKTPLACE DEBIT,shopping,CA,2025-06-01
EXP006211,326.08,Comcast,BILL PAYMENT AUTO-PAY,utilities,NY,2025-02-23
EXP000691,54.88,McDonald's #5924,POS PURCHASE,food,IL,2025-02-17
EXP001879,157.68,Best Buy MA,Best PURCHASE,shopping,TX,2025-06-16
EXP000630,32.19,Dominos #9588,COFFEE,food,NJ,2025-08-24
EXP002478,95.24,POS Uber #828,RIDE,transport,NJ,2025-05-17
EXP005233,6.51,Safeway,DELI AUTO-PAY,groceries,CA,2025-08-04
EXP002530,64.74,Exxon,GASOLINE POS,transport,WA,2025-07-08
EXP003545,7.71,DEBIT YouTube Premium #2976,DEBIT CHARGE,entertainment,NJ,2025-10-05
EXP003873,17.61,Netflix #3181,Netflix PURCHASE,entertainment,TX,2025-01-01
EXP001781,208.96,Amazon,WEB PURCHASE ONLINE,shopping,FL,2025-10-06
EXP002285,96.54,BP #228,TOLL DEBIT,transport,FL,2025-04-27
EXP000128,19.74,Burger King,INSTORE,food,TX,2025-01-30
EXP007123,59.79,CVS Pharmacy LLZS56,CLINIC,healthcare,CA,2025-01-12
EXP003007,15.42,Netflix,FEE,entertainment,NJ,2025-05-16
EXP004871,1561.88,Microsoft Store,ELECTRONICS,technology,IL,2025-05-02
EXP000380,48.83,AM2N MKTP xS KF #8635,MEAL,food,MA,2025-04-03
EXP001769,236.71,Best Buy #69,RETAIL,shopping,NY,2025-03-24
EXP003238,11.72,YouTube Premium MA,STREAMING DEBIT,entertainment,CA,2025-06-22
EXP007352,214.46,Health Clinic,CLINIC,healthcare,IL,2025-10-20
EXP007256,306.17,ONLINE Walgreens #1461,PHARMACY,healthcare,FL,2024-12-12
EXP000500,21.31,Starbucks #6552,Starbucks PURCHASE,food,NJ,2025-02-26
EXP007867,50.95,Rite Aid #8960,PRESCRIPTION,healthcare,NJ,2024-11-02
EXP003950,7.39,Spotif,MONTHLY SUBSCRIPTION,entertainment,NJ,2024-11-10
EXP004476,67.65,Mic6osotf Store#6157,APP PURCHASE,technology,FL,2025-01-17
EXP004610,1240.46,Microsoft Store #5286,DEVICE,technology,TX,2025-01-14
EXP007170,122.49,CVS Pharmacy #6385,CLINIC,healthcare,CA,2025-02-12
EXP004547,1255.29,AMZN MKTP US Apple Store,ELECTRONICS,technology,TX,2025-10-10
EXP000611,33.41,Dominos,POS PURCHASE ONLINE,food,NY,2024-11-14
EXP002262,45.47,Lyft #8107,TRIP,transport,TX,2025-03-17
EXP002881,29.37,Uber #4842,TOLL,transport,FL,2024-12-28
EXP000593,2.94,Dominos,COFFEE,food,WA,2025-07-10
EXP001059,56.31,WALMART,MKTPLACE,shopping,TX,2025-06-11
EXP003383,18.14,Netflix,SUBSCRIPTION,entertainment,IL,2024-12-10
EXP002719,64.92,Shell #1y26,Shell CHARGE,transport,NJ,2025-10-13
EXP002573,80.7,Taxi Co FL,Taxi PURCHASE,transport,FL,2025-02-12
EXP001564,316.45,Target #2835,MKTPLACE,shopping,FL,2025-02-10
EXP006979,50.09,Verizon #6982,AUTOPAY ONLINE,utilities,NJ,2025-08-16
EXP006842,258.72,Verizon,UTILITY BILL,utilities,FL,2025-04-14
EXP005919,228.03,Safeway #1898,Safeway PURCHASE,groceries,CA,2025-01-24
EXP004200,685.96,POS Apple Store #1385,APP PURCHASE,technology,IL,2025-05-10
EXP005827,28.47,WHOLE iD,FRESH,groceries,CA,2024-12-30
EXP004183,1590.65,Apple Store #8184,DEVICE,technology,FL,2025-09-27
EXP003139,6.38,Netflix CA,STREAMING,entertainment,IL,2025-07-05
